Internal ID Number,Name,Common Name,Type,Constellation,V,RAJ2000,DEJ2000
Gal_Cet_NGC 197,NGC 197,,Gal,Cetus,15.0,9.8503,0.8833
Gal_Psc_NGC 198,NGC 198,,Gal,Pisces,12.8,9.8503,2.8
Gal_Psc_IC 1565,IC 1565,,Gal,Pisces,,9.8503,6.7167
Gal_Psc_IC 1566,IC 1566,,Gal,Pisces,15.0,9.8503,6.8
Gal_Cet_IC   40,IC   40,,Gal,Cetus,15.0,9.8753,2.4333
Gal_Cet_NGC 187,NGC 187,,Gal,Cetus,13.0,9.9003,-14.6833
OpC_Cas_NGC 189,NGC 189,,OpC,Cassiopeia,8.8,9.9003,61.0666
Gal_Cet_NGC 195,NGC 195,,Gal,Cetus,,9.9003,-9.2
Gal_Psc_NGC 199,NGC 199,,Gal,Pisces,15.0,9.9003,3.1167
Gal_Psc_NGC 200,NGC 200,,Gal,Pisces,14.0,9.9003,2.8833
notype_Psc_IC 1567,IC 1567,,-,Pisces,,9.9003,6.6167
Gal_Cet_NGC 201,NGC 201,,Gal,Cetus,15.0,9.9253,0.85
Gal_Psc_NGC 202,NGC 202,,Gal,Pisces,15.0,9.9253,3.5167
Gal_Psc_NGC 203,NGC 203,,Gal,Pisces,15.0,9.9253,3.4333
notype_Cet_IC   41,IC   41,,-,Cetus,,9.9253,-14.1666
Gal_Psc_NGC 204,NGC 204,,Gal,Pisces,14.0,9.9503,3.2833
Gal_Psc_IC 1568,IC 1568,,Gal,Pisces,15.0,9.9753,6.8333
notype_Cet_NGC 207,NGC 207,,-,Cetus,,10.0003,-14.3
Gal_Phe_NGC 212,NGC 212,,Gal,Phoenix,,10.0253,-56.1666
Gal_And_NGC 205,NGC 205,M 110,Gal,Andromeda,8.0,10.1003,41.6833
Gal_Psc_NGC 208,NGC 208,,Gal,Pisces,15.0,10.1003,2.7333
Gal_Psc_IC 1569,IC 1569,,Gal,Pisces,15.0,10.1003,6.7
OpC_Tuc_NGC 220,NGC 220,,OpC,Tucana,11.0,10.1253,-73.3999
C+N_And_NGC 206,NGC 206,,C+N,Andromeda,,10.1503,40.7333
Gal_Cet_NGC 210,NGC 210,,Gal,Cetus,10.9,10.1503,-13.8666
OpC_Tuc_NGC 222,NGC 222,,OpC,Tucana,11.0,10.1503,-73.3999
notype_Psc_IC 1570,IC 1570,,-,Pisces,,10.1503,6.75
Gal_Cet_IC 1571,IC 1571,,Gal,Cetus,15.0,10.1753,-0.3167
Gal_Phe_NGC 215,NGC 215,,Gal,Phoenix,,10.2003,-56.2166
Str_Psc_NGC 211,NGC 211,,Str,Pisces,,10.2503,3.4333
OpC_Tuc_NGC 231,NGC 231,,OpC,Tucana,12.0,10.2503,-73.3666
Gal_Cet_IC   42,IC   42,,Gal,Cetus,15.0,10.2753,-15.4333
Gal_Psc_NGC 213,NGC 213,,Gal,Pisces,15.0,10.3003,16.4666
notype_Psc_IC 1572,IC 1572,,-,Pisces,,10.3003,16.2666
Gal_Cet_NGC 216,NGC 216,,Gal,Cetus,13.3,10.3503,-21.05
Gal_And_NGC 214,NGC 214,,Gal,Andromeda,12.2,10.3753,25.5
Gal_Cet_NGC 217,NGC 217,,Gal,Cetus,,10.3753,-10.0333
Gal_And_NGC 218,NGC 218,,Gal,Andromeda,15.0,10.4503,36.35
Gal_Cet_IC   44,IC   44,,Gal,Cetus,14.0,10.5503,0.85
notype_Cet_IC 1573,IC 1573,,-,Cetus,,10.5503,-23.5333
Gal_Cet_NGC 219,NGC 219,,Gal,Cetus,15.0,10.5753,0.9
Gal_Cet_NGC 230,NGC 230,,Gal,Cetus,15.0,10.6003,-23.6333
Gal_And_IC   43,IC   43,,Gal,Andromeda,,10.6003,29.6333
Gal_Cet_NGC 227,NGC 227,,Gal,Cetus,13.0,10.6503,-1.5333
Gal_And_NGC 221,NGC 221,M  32,Gal,Andromeda,8.2,10.6753,40.8666
Gal_Cet_NGC 223,NGC 223,,Gal,Cetus,14.0,10.6753,0.85
Gal_And_NGC 224,NGC 224,"Great Nebula in Andromeda, M  31",Gal,Andromeda,3.5,10.6753,41.2666
Gal_Cet_NGC 232,NGC 232,,Gal,Cetus,14.0,10.6753,-23.5666
notype_And_IC   45,IC   45,,-,Andromeda,,10.6753,29.6666
Gal_And_NGC 226,NGC 226,,Gal,Andromeda,14.0,10.7003,32.5666
Gal_And_NGC 228,NGC 228,,Gal,Andromeda,15.0,10.7003,23.5
Gal_Cet_NGC 235,NGC 235,,Gal,Cetus,14.0,10.7003,-23.55
notype_Cet_IC   47,IC   47,,-,Cetus,,10.7253,-13.75
Gal_And_NGC 229,NGC 229,,Gal,Andromeda,14.0,10.7503,23.4833
Gal_And_IC   46,IC   46,,Gal,Andromeda,15.0,10.7503,27.25
Gal_Cet_IC 1574,IC 1574,,Gal,Cetus,,10.7753,-22.25
OpC_Cas_NGC 225,NGC 225,,OpC,Cassiopeia,7.0,10.8503,61.7833
Gal_And_NGC 233,NGC 233,,Gal,Andromeda,14.0,10.8503,30.5833
Gal_Psc_NGC 234,NGC 234,,Gal,Pisces,13.0,10.8503,14.3333
Gal_Phe_NGC 238,NGC 238,,Gal,Phoenix,,10.8503,-50.1833
notype_Tuc_NGC 241,NGC 241,,-,Tucana,,10.8503,-73.4332
Gal_Psc_NGC 236,NGC 236,,Gal,Pisces,14.0,10.8753,2.9333
Gal_Cet_NGC 237,NGC 237,,Gal,Cetus,14.0,10.8753,-0.1167
OpC_Tuc_NGC 242,NGC 242,,OpC,Tucana,12.0,10.9003,-73.4499
notype_Cet_IC   48,IC   48,,-,Cetus,,10.9003,-7.8833
notype_Cet_IC 1575,IC 1575,,-,Cetus,,10.9003,-4.15
OpC_Cep_NGC 188,NGC 188,,OpC,Cepheus,8.1,11.0003,85.3332
Gal_Cet_IC   49,IC   49,,Gal,Cetus,,11.0003,1.85
Gal_Scl_IC 1576,IC 1576,,Gal,Sculptor,15.0,11.0503,-25.1
Gal_Scl_IC 1578,IC 1578,,Gal,Sculptor,14.0,11.1253,-25.0666
notype_Cet_NGC 239,NGC 239,,-,Cetus,,11.1503,-3.7833
notype_Cet_IC 1577,IC 1577,,-,Cetus,,11.1503,-8.1333
Gal_Psc_NGC 240,NGC 240,,Gal,Pisces,15.0,11.2753,6.1333
Nb_Tuc_NGC 248,NGC 248,,Nb,Tucana,,11.3503,-73.3832
Nb_Tuc_NGC 249,NGC 249,,Nb,Tucana,,11.3503,-73.0832
Gal_Scl_IC 1579,IC 1579,,Gal,Sculptor,15.0,11.4003,-26.5666
Gal_Cet_NGC 244,NGC 244,,Gal,Cetus,13.3,11.4503,-15.6
Gal_And_NGC 243,NGC 243,,Gal,Andromeda,14.0,11.4753,29.9333
C+N_Tuc_NGC 256,NGC 256,,C+N,Tucana,12.0,11.4753,-73.4999
Gal_Cet_NGC 245,NGC 245,,Gal,Cetus,13.0,11.5253,-1.7333
notype_Scl_IC 1581,IC 1581,,-,Sculptor,,11.5253,-25.9
Gal_Cet_IC   50,IC   50,,Gal,Cetus,14.0,11.5503,-9.5
notype_And_IC 1580,IC 1580,,-,Andromeda,,11.5753,29.9166
Gal_Cet_IC 1582,IC 1582,,Gal,Cetus,15.0,11.5753,-24.3
Gal_Cet_IC   51,IC   51,,Gal,Cetus,13.0,11.6003,-13.4333
Nb_Tuc_NGC 261,NGC 261,,Nb,Tucana,,11.6253,-73.1166
PN_Cet_NGC 246,NGC 246,,PN,Cetus,8.0,11.7503,-11.8833
Gal_Cet_NGC 247,NGC 247,,Gal,Cetus,8.9,11.7753,-20.7666
notype_And_IC 1583,IC 1583,,-,Andromeda,,11.8003,23.0833
Gal_Psc_NGC 250,NGC 250,,Gal,Pisces,15.0,11.8253,7.9167
notype_And_IC 1585,IC 1585,,-,Andromeda,,11.8253,23.05
Gal_And_IC 1584,IC 1584,,Gal,Andromeda,15.0,11.8503,27.8166
Gal_Scl_NGC 254,NGC 254,,Gal,Sculptor,11.8,11.8753,-31.4166
Gal_Scl_NGC 253,NGC 253,Sculptor galaxy,Gal,Sculptor,7.1,11.9003,-25.2833
GlC_Tuc_NGC 265,NGC 265,,GlC,Tucana,12.0,11.9003,-73.4832
Gal_Psc_NGC 251,NGC 251,,Gal,Pisces,14.0,11.9503,19.5666
Gal_Cet_NGC 255,NGC 255,,Gal,Cetus,11.8,11.9503,-11.4666
Gal_And_IC 1586,IC 1586,,Gal,Andromeda,,11.9753,22.3666
Gal_And_NGC 252,NGC 252,,Gal,Andromeda,13.0,12.0003,27.6333
C+N_Tuc_NGC 267,NGC 267,,C+N,Tucana,,12.0003,-73.2832
Gal_Psc_NGC 257,NGC 257,,Gal,Pisces,14.0,12.0253,8.3167
Gal_Cet_NGC 259,NGC 259,,Gal,Cetus,,12.0253,-2.7833
Gal_And_NGC 258,NGC 258,,Gal,Andromeda,15.0,12.0503,27.6333
Gal_Scl_NGC 264,NGC 264,,Gal,Sculptor,,12.0753,-38.2333
Gal_Psc_IC   52,IC   52,,Gal,Pisces,15.0,12.1003,4.1
GlC_Tuc_NGC 269,NGC 269,,GlC,Tucana,12.0,12.1253,-73.5332
Gal_And_NGC 260,NGC 260,,Gal,Andromeda,14.0,12.1503,27.7
Gal_And_NGC 262,NGC 262,,Gal,Andromeda,15.0,12.2003,31.95
Gal_Cet_IC 1587,IC 1587,,Gal,Cetus,15.0,12.2003,-23.5666
Gal_Cet_NGC 263,NGC 263,,Gal,Cetus,14.0,12.2253,-13.1
Gal_Psc_NGC 266,NGC 266,,Gal,Pisces,13.0,12.4503,32.2666
Gal_Cet_NGC 268,NGC 268,,Gal,Cetus,13.0,12.5503,-5.2
notype_Psc_IC   53,IC   53,,-,Pisces,,12.6253,10.6167
Gal_Cet_NGC 270,NGC 270,,Gal,Cetus,13.0,12.6753,-8.65
Gal_Cet_NGC 271,NGC 271,,Gal,Cetus,13.0,12.7003,-1.8833
Gal_Cet_NGC 273,NGC 273,,Gal,Cetus,13.0,12.7003,-6.8833
Str_Cet_IC   54,IC   54,,Str,Cetus,,12.7003,-2.2833
Gal_Cet_NGC 274,NGC 274,,Gal,Cetus,13.0,12.7503,-7.05
notype_Cet_IC 1588,IC 1588,,-,Cetus,,12.7503,-23.55
Gal_Cet_NGC 275,NGC 275,,Gal,Cetus,12.5,12.7753,-7.0666
OpC_Tuc_NGC 290,NGC 290,,OpC,Tucana,12.0,12.8253,-73.1499
OpC_And_NGC 272,NGC 272,,OpC,Andromeda,,12.8503,35.8333
Gal_Cet_NGC 277,NGC 277,,Gal,Cetus,13.0,12.8753,-8.5833
Gal_Cet_IC   56,IC   56,,Gal,Cetus,,12.8753,-12.85
notype_Scl_IC 1589,IC 1589,,-,Sculptor,,12.8753,-34.4666
Gal_Psc_IC   55,IC   55,,Gal,Pisces,14.0,12.9253,7.7167
Gal_Cet_NGC 276,NGC 276,,Gal,Cetus,14.0,13.0253,-22.6833
Gal_Cas_NGC 278,NGC 278,,Gal,Cassiopeia,10.9,13.0253,47.5499
Nb_Tuc_NGC 294,NGC 294,,Nb,Tucana,,13.0253,-73.3499
Gal_Cet_IC 1591,IC 1591,,Gal,Cetus,,13.0253,-22.6833
Gal_Cet_NGC 279,NGC 279,,Gal,Cetus,14.0,13.0753,-2.2
Gal_And_NGC 280,NGC 280,,Gal,Andromeda,14.0,13.1253,24.3333
Gal_Scl_NGC 289,NGC 289,,Gal,Sculptor,12.0,13.1753,-31.1999
C+N_Cas_NGC 281,NGC 281,,C+N,Cassiopeia,7.0,13.2003,56.6166
Gal_Psc_NGC 282,NGC 282,,Gal,Pisces,14.0,13.2003,30.6166
GlC_Scl_NGC 288,NGC 288,,GlC,Sculptor,8.1,13.2003,-26.5833
Gal_Tuc_NGC 292,NGC 292,,Gal,Tucana,,13.2003,-72.8332
OpC_Cas_IC 1590,IC 1590,,OpC,Cassiopeia,,13.2753,56.5833
Gal_Cet_NGC 283,NGC 283,,Gal,Cetus,14.0,13.3253,-13.1833
Gal_Psc_IC 1592,IC 1592,,Gal,Pisces,15.0,13.3753,5.7667
Gal_Tuc_IC 1597,IC 1597,,Gal,Tucana,,13.3753,-58.1166
Gal_Cet_NGC 284,NGC 284,,Gal,Cetus,15.0,13.4003,-13.15
Gal_Cet_NGC 286,NGC 286,,Gal,Cetus,14.0,13.4003,-13.1
Gal_Psc_NGC 287,NGC 287,,Gal,Pisces,15.0,13.4003,32.4833
Gal_Cet_NGC 291,NGC 291,,Gal,Cetus,14.0,13.4003,-8.75
Gal_Cet_NGC 285,NGC 285,,Gal,Cetus,,13.4253,-13.1666
Gal_Phe_IC 1594,IC 1594,,Gal,Phoenix,,13.4253,-47.6499
Gal_Phe_IC 1595,IC 1595,,Gal,Phoenix,,13.4503,-45.1833
C+N_Tuc_NGC 299,NGC 299,,C+N,Tucana,11.0,13.5003,-72.1666
Gal_Cet_NGC 293,NGC 293,,Gal,Cetus,14.0,13.5753,-7.2333
Gal_Cet_IC 1599,IC 1599,,Gal,Cetus,15.0,13.6253,-23.4833
notype_Psc_IC 1593,IC 1593,,-,Pisces,,13.6753,32.5
Gal_Psc_IC 1596,IC 1596,,Gal,Pisces,15.0,13.6753,21.5166
Gal_Psc_IC 1598,IC 1598,,Gal,Pisces,15.0,13.6753,5.7667
Gal_Cet_NGC 303,NGC 303,,Gal,Cetus,,13.7003,-16.6666
Gal_Psc_IC   57,IC   57,,Gal,Pisces,16.0,13.7003,11.8333
Gal_Scl_NGC 300,NGC 300,,Gal,Sculptor,9.0,13.7253,-37.6833
C+N_Tuc_NGC 306,NGC 306,,C+N,Tucana,12.0,13.7253,-72.2166
D*?_Cet_NGC 297,NGC 297,,D*?,Cetus,,13.7503,-7.35
Gal_Cet_NGC 298,NGC 298,,Gal,Cetus,13.0,13.7503,-7.35
Gal_Cet_IC 1600,IC 1600,,Gal,Cetus,15.0,13.7503,-23.5166
Gal_Cet_IC   58,IC   58,,Gal,Cetus,15.0,13.7753,-13.6833
Gal_Psc_NGC 295,NGC 295,,Gal,Pisces,13.0,13.8003,31.5166
Gal_Psc_NGC 296,NGC 296,,Gal,Pisces,15.0,13.8503,31.6666
notype_Cet_IC 1601,IC 1601,,-,Cetus,,13.9003,-24.15
Gal_Cet_IC 1602,IC 1602,,Gal,Cetus,14.0,13.9753,-9.9833
Ast_Psc_NGC 305,NGC 305,,Ast,Pisces,,14.0003,12.1
Gal_And_NGC 304,NGC 304,,Gal,Andromeda,14.0,14.0253,24.1166
Gal_Cet_IC   60,IC   60,,Gal,Cetus,15.0,14.0253,-13.3833
OpC_Tuc_NGC 330,NGC 330,,OpC,Tucana,9.6,14.0503,-72.4832
Gal_Cet_NGC 301,NGC 301,,Gal,Cetus,,14.0753,-10.6666
Gal_Phe_NGC 312,NGC 312,,Gal,Phoenix,,14.0753,-52.7833
Str_Cet_NGC 302,NGC 302,,Str,Cetus,,14.1003,-10.65
Str_Cet_NGC 308,NGC 308,,Str,Cetus,,14.1003,-1.7833
Gal_Cet_NGC 307,NGC 307,,Gal,Cetus,14.0,14.1503,-1.7667
Gal_Cet_NGC 309,NGC 309,,Gal,Cetus,11.8,14.1753,-9.9166
Gal_Phe_NGC 323,NGC 323,,Gal,Phoenix,,14.1753,-52.9833
Nb_Cas_IC   59,IC   59,,Nb,Cassiopeia,,14.1753,61.0666
Str_Cet_NGC 310,NGC 310,,Str,Cetus,,14.2253,-1.7667
Gal_Scl_NGC 314,NGC 314,,Gal,Sculptor,,14.2253,-31.9666
Gal_Phe_NGC 319,NGC 319,,Gal,Phoenix,,14.2503,-43.8333
Gal_Phe_NGC 328,NGC 328,,Gal,Phoenix,,14.2503,-52.9166
Gal_Phe_IC 1603,IC 1603,,Gal,Phoenix,,14.2503,-45.4166
Gal_Psc_IC   61,IC   61,,Gal,Pisces,15.0,14.2753,7.5167
Gal_Phe_NGC 322,NGC 322,,Gal,Phoenix,,14.3003,-43.7333
Gal_Cet_NGC 321,NGC 321,,Gal,Cetus,,14.3503,-5.0333
Gal_Psc_NGC 311,NGC 311,,Gal,Pisces,14.0,14.4003,30.2666
Gal_And_NGC 317,NGC 317,,Gal,Andromeda,15.0,14.4003,43.7833
Gal_Phe_IC 1605,IC 1605,,Gal,Phoenix,,14.4003,-48.8999
GlC_Tuc_NGC 339,NGC 339,,GlC,Tucana,11.9,14.4253,-74.4832
Gal_Psc_NGC 313,NGC 313,,Gal,Pisces,12.0,14.4503,30.35
Gal_Psc_NGC 315,NGC 315,,Gal,Pisces,13.0,14.4503,30.35
Gal_Psc_NGC 316,NGC 316,,Gal,Pisces,12.0,14.4503,30.35
Gal_Cet_NGC 325,NGC 325,,Gal,Cetus,16.0,14.4753,-5.1333
Gal_Cet_NGC 327,NGC 327,,Gal,Cetus,13.0,14.4753,-5.1333
Gal_Cet_NGC 329,NGC 329,,Gal,Cetus,13.0,14.5003,-5.0666
notype_Cet_IC 1604,IC 1604,,-,Cetus,,14.5003,-16.25
Gal_Psc_NGC 318,NGC 318,,Gal,Pisces,15.0,14.5253,30.4166
Gal_Psc_NGC 326,NGC 326,,Gal,Pisces,13.2,14.6003,26.8666
notype_Cet_IC 1606,IC 1606,,-,Cetus,,14.6003,-12.1833
Gal_Phe_NGC 324,NGC 324,,Gal,Phoenix,,14.6503,-40.4999
notype_Cet_NGC 331,NGC 331,,-,Cetus,,14.6503,-2.7167
Gal_Psc_IC   62,IC   62,,Gal,Pisces,15.0,14.6753,11.8167
Gal_Cet_NGC 320,NGC 320,,Gal,Cetus,15.0,14.7003,-20.8333
Gal_Psc_NGC 332,NGC 332,,Gal,Pisces,15.0,14.7003,7.1
Gal_Cet_NGC 333,NGC 333,,Gal,Cetus,16.0,14.7003,-16.4833
Gal_Scl_NGC 334,NGC 334,,Gal,Sculptor,,14.7003,-35.1333
Gal_Cet_NGC 336,NGC 336,,Gal,Cetus,12.0,14.7003,-18.7666
Gal_Cet_IC 1607,IC 1607,,Gal,Cetus,14.0,14.7253,0.6
C+N_Tuc_NGC 346,NGC 346,,C+N,Tucana,10.3,14.7753,-72.1832
Gal_Cet_NGC 335,NGC 335,,Gal,Cetus,,14.8253,-18.2333
Gal_Psc_IC   64,IC   64,,Gal,Pisces,16.0,14.8503,27.05
Gal_Scl_IC 1608,IC 1608,,Gal,Sculptor,,14.8503,-34.3333
Nb_Cas_IC   63,IC   63,,Nb,Cassiopeia,,14.8753,60.8166
notype_Tuc_IC 1611,IC 1611,,-,Tucana,,14.9253,-72.3499
Gal_Cet_NGC 337,NGC 337,,Gal,Cetus,11.6,14.9503,-7.5833
Gal_Phe_IC 1609,IC 1609,,Gal,Phoenix,,14.9503,-40.3333
notype_Tuc_IC 1612,IC 1612,,-,Tucana,,15.0003,-72.3832
notype_Cet_IC   67,IC   67,,-,Cetus,,15.0753,-6.9166
notype_Cet_IC   68,IC   68,,-,Cetus,,15.1003,-6.95
Gal_Psc_IC   66,IC   66,,Gal,Pisces,15.0,15.1253,30.8
Gal_Psc_NGC 338,NGC 338,,Gal,Pisces,14.0,15.1503,30.65
Gal_Cet_NGC 340,NGC 340,,Gal,Cetus,14.0,15.1503,-6.8833
Gal_Cet_NGC 341,NGC 341,,Gal,Cetus,13.0,15.2003,-9.1833
Gal_Cet_NGC 342,NGC 342,,Gal,Cetus,14.0,15.2003,-6.7833
Str_Cet_NGC 343,NGC 343,,Str,Cetus,,15.2003,-23.2333
Gal_Phe_NGC 348,NGC 348,,Gal,Phoenix,,15.2253,-53.2499
Gal_And_IC   65,IC   65,,Gal,Andromeda,13.0,15.2253,47.6833
notype_Cet_IC   70,IC   70,,-,Cetus,,15.2753,0.05
notype_Cet_IC   71,IC   71,,-,Cetus,,15.3253,-6.7833
Gal_Cet_NGC 345,NGC 345,,Gal,Cetus,13.0,15.3503,-6.9
Gal_Cet_NGC 347,NGC 347,,Gal,Cetus,14.0,15.3503,-6.8166
Gal_Psc_IC   69,IC   69,,Gal,Pisces,15.0,15.3503,31.05
notype_Cet_IC   72,IC   72,,-,Cetus,,15.3753,-6.7666
Gal_Cet_NGC 344,NGC 344,,Gal,Cetus,,15.4003,-23.2666
Gal_Cet_IC 1610,IC 1610,,Gal,Cetus,14.0,15.4253,-15.5666
Gal_Cet_NGC 349,NGC 349,,Gal,Cetus,13.0,15.4753,-6.8166
Gal_Cet_NGC 350,NGC 350,,Gal,Cetus,15.0,15.5003,-6.8166
Gal_Cet_NGC 351,NGC 351,,Gal,Cetus,14.0,15.5253,-1.9167
Gal_Cet_NGC 352,NGC 352,,Gal,Cetus,13.0,15.5253,-4.25
GlC_Tuc_NGC 361,NGC 361,,GlC,Tucana,11.8,15.5503,-71.5499
Gal_Cet_NGC 353,NGC 353,,Gal,Cetus,14.0,15.6503,-1.9333
Gal_Tuc_NGC 360,NGC 360,,Gal,Tucana,,15.7253,-65.6166
Gal_Cet_NGC 355,NGC 355,,Gal,Cetus,15.0,15.8003,-6.3333
GlC_Tuc_NGC 362,NGC 362,,GlC,Tucana,6.6,15.8003,-70.8499
Gal_Psc_NGC 354,NGC 354,,Gal,Pisces,14.0,15.8253,22.3333
Gal_Cet_NGC 356,NGC 356,,Gal,Cetus,13.0,15.8253,-7.0
OpC_Tuc_NGC 371,NGC 371,,OpC,Tucana,,15.8253,-72.0832
Gal_Cet_NGC 357,NGC 357,,Gal,Cetus,11.8,15.8503,-6.3333
notype_Tuc_NGC 376,NGC 376,,-,Tucana,,15.9753,-72.8166
Gal_Scl_NGC 365,NGC 365,,Gal,Sculptor,,16.0253,-35.1166
Gal_Phe_IC 1615,IC 1615,,Gal,Phoenix,,16.0253,-51.1333
Gal_Phe_IC 1617,IC 1617,,Gal,Phoenix,,16.0753,-51.0333
Gal_Cet_NGC 359,NGC 359,,Gal,Cetus,15.0,16.1003,-0.75
Gal_Phe_NGC 368,NGC 368,,Gal,Phoenix,,16.1003,-43.2666
Gal_Cet_NGC 364,NGC 364,,Gal,Cetus,14.0,16.1503,-0.85
Gal_Cet_IC 1613,IC 1613,,Gal,Cetus,9.3,16.2003,2.1167
notype_Cet_NGC 367,NGC 367,,-,Cetus,,16.2253,-12.15
Gal_Psc_IC   73,IC   73,,Gal,Pisces,15.0,16.2253,4.7667
Gal_Scl_IC 1616,IC 1616,,Gal,Sculptor,,16.2253,-27.4333
Gal_Cet_NGC 369,NGC 369,,Gal,Cetus,,16.2753,-17.75
notype_Psc_IC 1614,IC 1614,,-,Pisces,,16.2753,33.2166
Ast_Cas_NGC 358,NGC 358,,Ast,Cassiopeia,,16.3003,62.0333
notype_Tuc_NGC 395,NGC 395,,-,Tucana,,16.3253,-71.9999
notype_Tuc_IC 1624,IC 1624,,-,Tucana,,16.3253,-72.0332
Gal_Psc_IC   74,IC   74,,Gal,Pisces,15.0,16.4753,4.0833
Gal_Psc_IC 1618,IC 1618,,Gal,Pisces,16.0,16.5003,32.4166
Gal_Cet_NGC 363,NGC 363,,Gal,Cetus,15.0,16.5253,-16.5666
notype_Tuc_IC 1626,IC 1626,,-,Tucana,,16.5253,-73.2832
Gal_Scl_NGC 378,NGC 378,,Gal,Sculptor,14.0,16.5503,-30.1833
Str_Cet_NGC 377,NGC 377,,Str,Cetus,,16.5753,-20.05
OpC_Cas_NGC 366,NGC 366,,OpC,Cassiopeia,,16.6003,62.2333
notype_Phe_IC 1621,IC 1621,,-,Phoenix,,16.6003,-46.7166
notype_Psc_NGC 370,NGC 370,,-,Pisces,,16.6503,32.4166
Str_Psc_NGC 372,NGC 372,,Str,Pisces,,16.6753,32.4333
Gal_Psc_NGC 373,NGC 373,,Gal,Pisces,,16.7503,32.3
Gal_Psc_NGC 374,NGC 374,,Gal,Pisces,14.0,16.7753,32.7666
Gal_Psc_NGC 375,NGC 375,,Gal,Pisces,16.0,16.7753,32.35
Gal_Psc_IC 1620,IC 1620,,Gal,Pisces,14.0,16.7753,13.9667
Gal_Psc_IC   75,IC   75,,Gal,Pisces,15.0,16.8003,10.85
Gal_Psc_NGC 379,NGC 379,,Gal,Pisces,12.6,16.8253,32.5166
Gal_Psc_NGC 380,NGC 380,,Gal,Pisces,12.5,16.8253,32.4833
Gal_Psc_NGC 382,NGC 382,,Gal,Pisces,14.0,16.8503,32.4
Gal_Psc_NGC 383,NGC 383,,Gal,Pisces,11.9,16.8503,32.4166
Gal_Psc_NGC 384,NGC 384,,Gal,Pisces,13.0,16.8503,32.3
Gal_Psc_NGC 385,NGC 385,,Gal,Pisces,12.9,16.8503,32.3166
Gal_Tuc_NGC 406,NGC 406,,Gal,Tucana,12.0,16.8503,-69.8832
Gal_Psc_IC 1619,IC 1619,,Gal,Pisces,15.0,16.8503,33.0666
Gal_Psc_NGC 386,NGC 386,,Gal,Pisces,14.1,16.8753,32.3666
Gal_Psc_NGC 387,NGC 387,,Gal,Pisces,,16.8753,32.3833
Gal_Cet_NGC 391,NGC 391,,Gal,Cetus,14.0,16.8753,0.9333
notype_Cet_IC 1622,IC 1622,,-,Cetus,,16.8753,-17.5
notype_Cet_IC 1623,IC 1623,,-,Cetus,,16.9253,-17.4666
Gal_Phe_IC 1625,IC 1625,,Gal,Phoenix,,16.9253,-46.8999
Gal_Psc_NGC 388,NGC 388,,Gal,Pisces,14.3,16.9503,32.3166
notype_Tuc_NGC 411,NGC 411,,-,Tucana,,16.9753,-71.7666
Gal_Psc_NGC 396,NGC 396,,Gal,Pisces,,17.0003,4.5333
Gal_Psc_NGC 390,NGC 390,,Gal,Pisces,,17.0253,32.45
GlC_Tuc_NGC 416,NGC 416,,GlC,Tucana,11.0,17.0253,-72.3499
Gal_Cet_IC   76,IC   76,,Gal,Cetus,15.0,17.0503,-4.5333
Gal_Phe_IC 1627,IC 1627,,Gal,Phoenix,,17.0503,-46.0999
OpC_Cas_NGC 381,NGC 381,,OpC,Cassiopeia,9.0,17.0753,61.5833
Str_Phe_NGC 405,NGC 405,,Str,Phoenix,,17.0753,-46.6666
GlC_Tuc_NGC 419,NGC 419,,GlC,Tucana,10.0,17.0753,-72.8832
Gal_Phe_IC 1630,IC 1630,,Gal,Phoenix,,17.0753,-46.7499
Gal_Psc_NGC 392,NGC 392,,Gal,Pisces,14.0,17.1003,33.1166
Gal_Psc_NGC 394,NGC 394,,Gal,Pisces,15.0,17.1003,33.1333
Gal_And_NGC 389,NGC 389,,Gal,Andromeda,15.0,17.1253,39.6999
Gal_Psc_NGC 397,NGC 397,,Gal,Pisces,15.0,17.1253,33.1
Gal_And_NGC 393,NGC 393,,Gal,Andromeda,13.0,17.1503,39.6666
Gal_Cet_IC   77,IC   77,,Gal,Cetus,,17.1753,-15.4166
Gal_Psc_NGC 398,NGC 398,,Gal,Pisces,15.0,17.2003,32.5
Gal_Cet_IC   78,IC   78,,Gal,Cetus,,17.2003,-15.85
Gal_Cet_IC   79,IC   79,,Gal,Cetus,,17.2003,-15.95
Gal_Scl_IC 1628,IC 1628,,Gal,Sculptor,,17.2003,-28.5833
Gal_Phe_IC 1631,IC 1631,,Gal,Phoenix,,17.2003,-46.4833
notype_Tuc_NGC 422,NGC 422,,-,Tucana,,17.2253,-71.7666
Gal_Cet_IC   80,IC   80,,Gal,Cetus,,17.2253,-15.4
Gal_Psc_NGC 399,NGC 399,,Gal,Pisces,14.0,17.2503,32.6166
notype_Psc_NGC 400,NGC 400,,-,Pisces,,17.2503,32.7333
notype_Psc_NGC 401,NGC 401,,-,Pisces,,17.2753,32.7666
Gal_Cet_IC   82,IC   82,,Gal,Cetus,,17.2753,-16.0
notype_Psc_NGC 402,NGC 402,,-,Pisces,,17.3003,32.8166
Gal_Psc_NGC 403,NGC 403,,Gal,Pisces,13.0,17.3003,32.75
notype_Cet_IC   81,IC   81,,-,Cetus,,17.3003,-1.6833
notype_Tuc_IC 1644,IC 1644,,-,Tucana,,17.3003,-73.1999
