HD,HIP,Vmag,Fl,Cst,BayerConst
176678,93429,4.02,12,Aql,i Aql
176687,93506,2.60,38,Sgr,zet Sgr
176984,93526,5.40,14,Aql,g Aql
177171,93815,5.17,,Tel,rho Tel
177196,93408,5.00,16,Lyr,Lyr
177241,93683,3.76,39,Sgr,omi Sgr
177249,93340,5.51,49,Dra,Dra
177463,93717,5.40,15,Aql,h Aql
177474,93825,4.23,,CrA,gam CrA
177475,0,4.99,,CrA,gam CrA
177482,104382,5.45,,Oct,sig Oct
177716,93864,3.32,40,Sgr,tau Sgr
177724,93747,2.99,17,Aql,zet Aql
177756,93805,3.43,16,Aql,lam Aql
177873,94005,4.57,,CrA,del CrA
177940,93820,6.09,,Aql,R Aql
178125,93867,5.07,18,Aql,Aql
178207,93713,5.40,51,Dra,Dra
178253,94114,4.11,,CrA,alf CrA
178345,94160,4.10,,CrA,bet CrA
178449,93917,5.20,17,Lyr,Lyr
178475,93903,5.25,18,Lyr,iot Lyr
178524,94141,2.88,41,Sgr,pi. Sgr
178596,94068,5.23,19,Aql,Aql
179009,94724,6.25,,Pav,tau Pav
179406,94385,5.35,20,Aql,Aql
179527,94311,5.93,19,Lyr,Lyr
179761,94477,5.14,21,Aql,Aql
179933,94140,6.26,55,Dra,Dra
179950,94643,4.86,42,Sgr,psi Sgr
180006,94302,5.13,53,Dra,Dra
180093,94730,6.58,,Sgr,RY Sgr
180163,94481,4.43,20,Lyr,eta Lyr
180317,94620,5.65,1,Sge,Sge
180482,94727,5.59,22,Aql,Aql
180540,94820,4.88,43,Sgr,d Sgr
180554,94703,4.76,1,Vul,Vul
180610,94490,5.00,54,Dra,Dra
180711,94376,3.07,57,Dra,del Dra
180777,94083,5.11,59,Dra,Dra
180809,94713,4.35,21,Lyr,the Lyr
180868,94834,5.28,25,Aql,ome01 Aql
180968,94827,5.46,2,Vul,Vul
180972,94885,5.10,23,Aql,Aql
181053,94913,6.40,24,Aql,Aql
181182,94910,6.50,,Sge,U Sge
181276,94779,3.80,1,Cyg,kap Cyg
181296,95261,5.03,,Tel,eta Tel
181333,94982,5.53,28,Aql,A Aql
181383,95002,6.03,29,Aql,ome02 Aql
181391,95066,4.98,26,Aql,f Aql
181440,95073,5.46,27,Aql,d Aql
181454,95241,3.96,,Sgr,bet01 Sgr
181577,95168,3.92,44,Sgr,rho01 Sgr
181615,95176,4.52,46,Sgr,ups Sgr
181623,95294,4.27,,Sgr,bet02 Sgr
181645,95188,5.84,45,Sgr,rho02 Sgr
181869,95347,3.96,,Sgr,alf Sgr
181984,94648,4.45,60,Dra,tau Dra
182255,95260,5.22,3,Vul,Vul
182369,95477,5.02,47,Sgr,chi01 Sgr
182391,95486,7.26,48,Sgr,chi02 Sgr
182416,95503,5.45,49,Sgr,chi03 Sgr
182490,95398,6.27,2,Sge,Sge
182564,95081,4.60,58,Dra,pi. Dra
182568,95372,4.99,2,Cyg,Cyg
182571,95435,6.84,3,Sge,Sge
182572,95447,5.17,31,Aql,b Aql
182629,95564,5.57,50,Sgr,Sgr
182640,95501,3.36,30,Aql,del Aql
182762,95498,5.14,4,Vul,Vul
182835,95585,4.64,32,Aql,nu. Aql
182919,95560,5.60,5,Vul,Vul
183028,95932,6.29,,Tel,mu. Tel
183030,84535,6.31,,UMi,lam UMi
183056,95556,5.17,4,Cyg,Cyg
183324,95793,5.79,35,Aql,c Aql
183344,95820,6.37,,Aql,U Aql
183439,95771,4.44,6,Vul,alf Vul
183491,95785,5.82,8,Vul,Vul
183534,95656,5.73,7,Cyg,Cyg
183537,95818,6.34,7,Vul,Vul
183556,95154,6.22,,Dra,UX Dra
183630,95937,5.03,36,Aql,e Aql
183912,95947,3.05,6,Cyg,bet01 Cyg
183914,95951,5.12,6,Cyg,bet02 Cyg
184006,95853,3.76,10,Cyg,iot Cyg
184127,96341,4.88,,Tel,iot Tel
184171,96052,4.74,8,Cyg,Cyg
184406,96229,4.45,38,Aql,mu. Aql
184492,96327,5.12,37,Aql,Aql
184552,96406,5.64,51,Sgr,h01 Sgr
184606,96275,5.00,9,Vul,Vul
184707,96465,4.59,52,Sgr,h02 Sgr
184759,96302,5.39,9,Cyg,Cyg
184915,96483,4.93,39,Aql,kap Aql
184930,96468,4.36,41,Aql,iot Aql
185037,96387,6.03,11,Cyg,Cyg
185124,96556,5.45,42,Aql,Aql
185144,96100,4.67,61,Dra,sig Dra
185194,96516,5.67,4,Sge,eps Sge
185395,96441,4.49,13,Cyg,the Cyg
185404,96729,6.33,53,Sgr,Sgr
185456,0,,,Cyg,R Cyg
185507,96665,5.18,44,Aql,sig Aql
185644,96808,5.30,54,Sgr,e01 Sgr
185734,96683,4.68,12,Cyg,phi Cyg
185758,96757,4.39,5,Sge,alf Sge
185762,96807,5.64,45,Aql,Aql
185872,96693,5.41,14,Cyg,Cyg
185936,96840,5.98,,Aql,QS Aql
185958,96837,4.39,6,Sge,bet Sge
186005,96950,5.06,55,Sgr,e02 Sgr
186122,96931,6.33,46,Aql,Aql
186203,96957,5.28,47,Aql,chi Aql
186204,0,12.30,47,Aql,chi Aql
186408,96895,5.99,16,Cyg,c Cyg
186427,96901,6.25,16,Cyg,c Cyg
186486,97077,5.50,10,Vul,Vul
186543,97421,5.33,,Tel,nu. Tel
186547,97139,6.25,48,Aql,psi Aql
186648,97290,4.87,56,Sgr,f Sgr
186675,97118,4.89,15,Cyg,Cyg
186686,97068,9.80,,Cyg,RT Cyg
186689,97229,5.89,49,Aql,ups Aql
186791,97278,2.72,50,Aql,gam Aql
186882,97165,2.86,18,Cyg,del Cyg
187013,97295,5.00,17,Cyg,Cyg
187076,97365,3.68,7,Sge,del Sge
187077,97365,3.80,7,Sge,del Sge
187259,97473,5.75,52,Aql,pi. Aql
187260,0,5.70,52,Aql,pi. Aql
187362,97496,5.01,8,Sge,zet Sge
187532,97650,5.38,51,Aql,Aql
187642,97649,0.76,53,Aql,alf Aql
187691,97675,5.12,54,Aql,omi Aql
187739,97783,5.88,57,Sgr,Sgr
187796,97629,10.50,,Cyg,chi Cyg
187811,97679,4.90,12,Vul,Vul
187849,97630,5.18,19,Cyg,Cyg
187879,97634,5.68,,Cyg,V380 Cyg
187929,97804,3.87,55,Aql,eta Aql
188001,97796,6.24,9,Sge,Sge
188056,97635,5.03,20,Cyg,d Cyg
188114,98032,4.12,,Sgr,iot Sgr
188119,97433,3.84,63,Dra,eps Dra
188154,97928,5.76,56,Aql,Aql
188228,98495,3.97,,Pav,eps Pav
188260,97886,4.57,13,Vul,Vul
188293,97966,5.70,57,Aql,Aql
188294,97967,6.49,57,Aql,Aql
188310,97938,4.71,59,Aql,ksi Aql
188350,97980,5.60,58,Aql,Aql
188376,98066,4.70,58,Sgr,ome Sgr
188512,98036,3.71,60,Aql,bet Aql
188584,98478,5.75,,Pav,mu.01 Pav
188603,98162,4.54,59,Sgr,b01 Sgr
188665,97870,5.14,23,Cyg,Cyg
188727,98085,5.71,10,Sge,S Sge
188728,98103,5.28,61,Aql,phi Aql
188887,98624,5.32,,Pav,mu.02 Pav
188892,98068,4.95,22,Cyg,Cyg
188899,98258,5.01,61,Sgr,g Sgr
188947,98110,3.89,21,Cyg,eta Cyg
189005,98353,4.84,60,Sgr,A Sgr
189037,98055,4.91,24,Cyg,psi Cyg
189090,98234,5.54,11,Sge,Sge
189103,98412,4.37,,Sgr,the01 Sgr
189118,98421,5.30,,Sgr,the02 Sgr
189319,98337,3.51,12,Sge,gam Sge
189410,98375,5.68,14,Vul,Vul
189577,98438,5.33,13,Sge,Sge
189687,98425,5.15,25,Cyg,Cyg
189741,98633,5.69,63,Sgr,Sgr
189763,98688,4.43,62,Sgr,c Sgr
189849,98543,4.66,15,Vul,Vul
190004,98636,5.23,16,Vul,Vul
190147,98571,5.06,26,Cyg,e Cyg
190229,98754,5.73,14,Sge,Sge
190248,99240,3.55,,Pav,del Pav
190299,98844,5.67,62,Aql,Aql
190327,98823,5.51,63,Aql,tau Aql
190406,98819,5.80,15,Sge,Sge
190421,99120,4.93,,Tel,ksi Tel
190454,98953,6.53,65,Sgr,Sgr
190544,98583,5.22,64,Dra,e Dra
190608,98920,5.09,16,Sge,eta Sge
190713,98658,6.27,65,Dra,Dra
190940,98702,4.51,67,Dra,rho Dra
190960,98401,6.20,69,Dra,Dra
190993,99080,5.08,17,Vul,Vul
191026,99031,5.38,27,Cyg,b01 Cyg
191067,99171,5.97,64,Aql,Aql
191277,98962,5.40,66,Dra,Dra
191570,99352,6.51,17,Sge,the Sge
191571,0,8.90,17,Sge,the Sge
191610,99303,4.93,28,Cyg,b02 Cyg
191692,99473,3.24,65,Aql,the Aql
191747,99404,5.51,18,Vul,Vul
191753,99529,6.34,1,Cap,ksi01 Cap
191862,99572,5.84,2,Cap,ksi Cap
192004,99518,5.51,19,Vul,Vul
192044,99531,5.91,20,Vul,Vul
192107,99631,5.44,66,Aql,Aql
192425,99742,4.94,67,Aql,rho Aql
192455,99500,5.70,68,Dra,Dra
192514,99639,4.80,30,Cyg,Cyg
192518,99738,5.19,21,Vul,Vul
192577,99675,3.80,31,Cyg,omi01 Cyg
192640,99770,4.93,29,Cyg,b03 Cyg
192666,99918,6.30,3,Cap,Cap
192696,99655,4.28,33,Cyg,Cyg
192713,99853,5.18,22,Vul,Vul
192806,99874,4.50,23,Vul,Vul
192836,99913,6.11,18,Sge,Sge
192876,100027,4.30,5,Cap,alf01 Cap
192879,100062,5.86,4,Cap,Cap
192907,99255,4.38,1,Cep,kap Cep
192909,99848,3.96,32,Cyg,omi02 Cyg
192944,99951,5.30,24,Vul,Vul
192947,100064,3.58,6,Cap,alf02 Cap
193150,100195,5.28,7,Cap,sig Cap
193237,100044,4.77,34,Cyg,P Cyg
193369,100108,5.58,36,Cyg,Cyg
193370,100122,5.14,35,Cyg,Cyg
193432,100310,4.77,8,Cap,nu. Cap
193452,100325,6.09,,Cap,bet02 Cap
193495,100345,3.05,9,Cap,bet Cap
193571,100469,5.60,,Sgr,kap01 Sgr
193680,100219,8.50,,Cyg,U Cyg
193807,100591,5.64,,Sgr,kap02 Sgr
193911,100435,5.50,25,Vul,Vul
193924,100751,1.94,,Pav,alf Pav
193964,100221,5.71,71,Dra,Dra
194093,100453,2.23,37,Cyg,gam Cyg
194258,100261,5.59,,Dra,AC Dra
194317,100587,4.43,39,Cyg,Cyg
194636,100881,5.08,10,Cap,pi. Cap
194939,100977,6.12,68,Aql,Aql
194943,101027,4.77,11,Cap,rho Cap
195050,100907,5.63,40,Cyg,Cyg
195068,100859,5.73,43,Cyg,Cyg
195093,101120,6.74,12,Cap,omi Cap
195094,101123,5.94,12,Cap,omi Cap
195135,101101,4.91,69,Aql,Aql
195295,101076,4.01,41,Cyg,Cyg
195324,101067,5.90,42,Cyg,Cyg
195325,101160,6.03,1,Del,Del
195556,101138,4.94,45,Cyg,ome01 Cyg
195569,101477,5.12,,Mic,nu. Mic
195593,101214,6.21,44,Cyg,Cyg
195627,101612,4.75,,Pav,phi01 Pav
195725,101093,4.21,2,Cep,the Cep
195774,101243,5.44,46,Cyg,ome02 Cyg
195810,101421,4.03,2,Del,eps Del
195943,101483,5.39,3,Del,eta Del
195961,101773,4.86,,Pav,rho Pav
196051,102162,5.99,,Oct,mu.01 Oct
196067,102125,6.51,,Oct,mu.02 Oct
196093,101474,4.61,47,Cyg,Cyg
196094,101474,9.40,47,Cyg,Cyg
196171,101772,3.11,,Ind,alf Ind
196180,101589,4.64,4,Del,zet Del
196321,101692,4.91,70,Aql,Aql
196348,101751,6.76,13,Cap,tau01 Cap
196362,101641,6.40,26,Vul,Vul
196378,101983,5.11,,Pav,phi02 Pav
196502,101260,5.18,73,Dra,Dra
196504,101716,5.59,27,Vul,Vul
196519,102157,5.14,,Pav,ups Pav
196524,101769,3.64,6,Del,bet Del
196544,101800,5.42,5,Del,iot Del
196574,101847,4.31,71,Aql,l Aql
196606,101765,6.32,48,Cyg,Cyg
196662,101923,5.24,14,Cap,tau Cap
196724,101867,4.81,29,Vul,Vul
196725,101882,5.69,8,Del,the Del
196740,101868,5.06,28,Vul,Vul
196755,101916,5.07,7,Del,kap Del
196758,101936,5.15,1,Aqr,Aqr
196777,101984,5.15,15,Cap,ups Cap
196787,100965,5.38,75,Dra,Dra
196867,101958,3.77,9,Del,alf Del
196925,101082,5.96,74,Dra,Dra
197051,102395,3.42,,Pav,bet Pav
197121,102080,6.01,10,Del,Del
197157,102333,4.51,,Ind,eta Ind
197177,102066,5.53,49,Cyg,Cyg
197178,0,5.80,49,Cyg,Cyg
197345,102098,1.25,50,Cyg,alf Cyg
197461,102281,4.43,11,Del,del Del
197511,102177,5.41,51,Cyg,Cyg
197572,102276,6.48,,Cyg,X Cyg
197635,102773,5.41,,Pav,sig Pav
197692,102485,4.13,16,Cap,psi Cap
197725,102487,5.91,17,Cap,Cap
197752,102388,4.92,30,Vul,Vul
197812,102440,6.74,,Del,U Del
197912,102453,4.22,52,Cyg,Cyg
197937,102693,5.11,,Mic,iot Mic
197950,102253,5.59,4,Cep,Cep
197963,102531,5.15,12,Del,gam01 Del
197964,102532,4.27,12,Del,gam02 Del
197989,102488,2.48,53,Cyg,eps Cyg
198001,102618,3.78,2,Aqr,eps Aqr
198026,102624,4.43,3,Aqr,k Aqr
198048,102790,4.90,,Ind,zet Ind
198069,102633,5.57,13,Del,Del
198084,102431,4.52,,Cep,ups01 Cep
198134,102571,4.93,,Cyg,T Cyg
198149,102422,3.41,3,Cep,eta Cep
198183,102589,4.53,54,Cyg,lam Cyg
198232,102831,4.89,,Mic,alf Mic
198308,102950,5.06,,Ind,iot Ind
198390,102805,6.01,15,Del,Del
198391,102819,6.32,14,Del,Del
198478,102724,4.81,55,Cyg,Cyg
198529,102989,6.06,,Mic,bet Mic
198542,102978,4.12,18,Cap,ome Cap
198571,102945,5.99,4,Aqr,Aqr
198639,102843,5.06,56,Cyg,Cyg
198667,103005,5.55,5,Aqr,Aqr
198700,103227,3.67,,Ind,bet Ind
198726,102949,5.66,,Vul,T Vul
198743,103045,4.73,6,Aqr,mu. Aqr
198809,103004,4.56,31,Vul,Vul
199012,103226,5.78,19,Cap,Cap
199081,103089,4.80,57,Cyg,Cyg
199095,102208,5.75,76,Dra,Dra
199140,103191,6.55,,Vul,BW Vul
199169,103200,5.03,32,Vul,Vul
199253,103294,5.19,17,Del,Del
199254,103298,5.54,16,Del,Del
199345,103401,5.49,7,Aqr,Aqr
199532,104043,5.13,,Oct,alf Oct
199629,103413,3.94,58,Cyg,nu. Cyg
199665,103527,5.51,18,Del,Del
199697,103511,5.30,33,Vul,Vul
199728,103616,6.26,20,Cap,Cap
199766,103569,5.30,1,Equ,eps Equ
199951,103738,4.67,,Mic,gam Mic
199960,103682,6.21,11,Aqr,Aqr
200120,103632,4.74,59,Cyg,f01 Cyg
200163,103882,5.32,,Mic,zet Mic
200256,103813,6.72,2,Equ,lam Equ
200310,103732,5.38,60,Cyg,Cyg
200365,104085,5.17,,Ind,mu. Ind
200496,103981,7.31,12,Aqr,Aqr
200497,0,5.89,12,Aqr,Aqr
200499,104019,4.82,22,Cap,eta Cap
200644,104031,5.63,3,Equ,Equ
200702,104177,5.55,,Mic,eta Mic
200718,104148,5.69,,Mic,del Mic
200761,104139,4.08,23,Cap,the Cap
200763,104174,5.20,2,PsA,PsA
200790,104101,5.94,4,Equ,Equ
200905,104060,3.72,62,Cyg,ksi Cyg
200914,104234,4.49,24,Cap,A Cap
201078,104185,5.77,,Cyg,DT Cyg
201091,104214,5.20,61,Cyg,Cyg
201092,104217,6.05,61,Cyg,Cyg
201184,104365,5.30,25,Cap,chi Cap
201251,104194,4.56,63,Cyg,f02 Cyg
201352,104452,6.25,27,Cap,Cap
201371,104755,5.06,,Pav,omi Pav
201381,104459,4.50,13,Aqr,nu. Aqr
201433,104371,5.60,,Cyg,V389 Cyg
201601,104521,4.70,5,Equ,gam Equ
201616,104538,6.07,6,Equ,Equ
201901,104750,5.41,3,PsA,PsA
201908,104105,5.91,77,Dra,Dra
202012,104451,7.33,,Cep,T Cep
202109,104732,3.21,64,Cyg,zet Cyg
202275,104858,4.47,7,Equ,del Equ
202320,104963,5.17,28,Cap,phi Cap
202369,104974,5.31,29,Cap,Cap
